UID,DEPOSIT_LATITUDE_WGS84,DEPOSIT_LONGITUDE_WGS84,Architecture/PV (kW),Architecture/Wind 1MW,Architecture/Gen (kW),Architecture/Battery 1MWh (#),Architecture/Converter (kW),Cost/NPC ($),Cost/LCOE ($/kWh),Cost/Operating cost ($/yr),Cost/CAPEX ($),System/Ren Frac (%),Total Load Served (kWh),Ren Frac (%),System/Total Fuel (L/yr),Project Economics/IRR (%),Project Economics/Simple Payback (yr),Gen/Hours,Gen/Production (kWh/yr),Gen/Fuel (L/yr),Annual Carbon Emission (tonne/yr),Total Carbon Emission (tonne),Specific Carbon Emission (kg/kWh),Specific Carbon Emission Reduction (%),Gen/O&M Cost ($/yr),Gen/Fuel Cost ($/yr),PV/CAPEX,PV/Energy Production (kWh/yr),Wind 1MW/Capital Cost ($),Wind 1MW/Production (kWh/yr),Wind 1MW/O&M Cost ($),Battery 1MWh/Auxiliary Load Percent (%),Battery 1MWh/Autonomy (hr),Battery 1MWh/Annual Throughput (kWh/yr),Battery 1MWh/Nominal Capacity (kWh),Battery 1MWh/Accessible Capacity (kWh),Converter/Rectifier Mean Output (kW),Converter/Inverter Mean Output (kW),Specific Carbon Emission_DG (kg/kWh)
AUS.QLD.443072.csv,-24.017,148.917,23173.48546,20,19000,83,14678.3943,321236100,0.3154136,11826370,168350500,79.97518,1969558248,79.98%,4385800,14.80796,5.989656,2379,15776020,4385800,11482.0244,287050.61,0.146,79%,1356030,5262960,46346970,41006180,50000000,46680000,800000,0,7.38318,19842660,83000.02,66400.02,511.0889,3468.118,
AUS.QLD.455378.csv,-20.3054,140.1508,18886.2625,21,19000,75,14684.03125,280324700,0.2752437,9564634,156677700,84.60863,1969558248,84.61%,3378365,17.86091,5.344707,1855,12125680,3378365,8844.55957,221113.9893,0.112,84%,1057350,4054039,37772520,35323490,52500000,69220320,840000,0,6.671548,17265290,75000.02,60000.01,725.6597,2793.541,
AUS.QLD.558218.csv,-22.0815,140.5842,15849.22853,22,19000,71,15162.76068,269508400,0.2646235,9209903,150447300,85.12831,1969558248,85.13%,3268935,18.91792,5.125853,1809,11716270,3268935,8558.07183,213951.7958,0.109,84%,1031130,3922721,31698460,28084810,55000000,78960570,880000,0,6.315732,16147890,71000.02,56800.01,918.5019,2462.76,
AUS.SA.333599.csv,-35.0919,139.0054,12336.03896,24,19000,53,13036.65778,271551400,0.2666295,10548690,135183100,80.94073,1969558248,80.94%,4183723,20.18498,4.780556,2298,15015340,4183723,10952.98681,273824.6704,0.139,80%,1309860,5020468,24672080,18073320,60000000,88974020,960000,0,4.714561,13077650,53000.01,42400.01,999.9095,1885.872,
AUS.SA.333675.csv,-29.72,135.5749,13894.78337,22,19000,61,14154.38706,266182800,0.2613582,9819902,139235900,82.99131,1969558248,82.99%,3736173,20.07745,4.820225,2060,13399840,3736173,9781.300914,244532.5229,0.124,82%,1174200,4483408,27789570,24317510,55000000,81311620,880000,0,5.426192,14403390,61000.01,48800.01,919.7963,2194.985,
AUS.SA.335512.csv,-31.1051,137.1544,14759.28328,22,19000,59,13814.36131,274333900,0.2693615,10432860,139462900,81.43768,1969558248,81.44%,4074613,19.54517,4.936742,2238,14623830,4074613,10667.33683,266683.4209,0.135,81%,1275660,4889535,29518570,25010900,55000000,77746030,880000,0,5.248284,14212880,59000.01,47200.01,864.4581,2212.321,
AUS.SA.335647.csv,-30.4374,136.8893,14164.69687,23,19000,62,14426.41667,271101600,0.2661878,9904786,143057300,82.88947,1969558248,82.89%,3755386,19.38412,5.002255,2061,13480080,3755386,9831.600548,245790.0137,0.125,82%,1174770,4506463,28329390,24701510,57500000,82300680,920000,0,5.515146,14540360,62000.01,49600.01,919.5536,2228.015,
AUS.SA.336892.csv,-33.9763,137.689,11264.24256,23,19000,58,12984.03314,258592700,0.2539057,9635961,134023700,83.209,1969558248,83.21%,3693753,21.07859,4.579152,2053,13228350,3693753,9670.245354,241756.1339,0.123,82%,1170210,4432503,22528490,17708850,57500000,91074210,920000,0,5.15933,13551810,58000.01,46400.01,1054.261,1908.752,
AUS.SA.337525.csv,-34.0407,137.6207,11396.11,22,19000,56,13914.74786,249078600,0.244564,9159685,130666600,84.12536,1969558248,84.13%,3489392,22.07305,4.362772,1931,12506410,3489392,9135.228256,228380.7064,0.116,83%,1100670,4187271,22792220,18474720,55000000,91491180,880000,0,4.981422,13219520,56000.01,44800.01,1014.109,1877.909,
AUS.SA.529299.csv,-34.5375,137.8722,9743.093869,22,19000,54,13916.71732,241720800,0.2373396,8954513,125961200,84.47117,1969558248,84.47%,3413397,23.17113,4.135056,1889,12233970,3413397,8936.273346,223406.8337,0.113,84%,1076730,4096077,19486190,15889730,55000000,95285250,880000,0,4.803514,12888470,54000.01,43200.01,1061.603,1766.714,
AUS.TAS.333591.csv,-41.603,145.6999,19743.02812,25,19000,61,13506.75168,354268600,0.3478474,15163820,158238100,69.93416,1969558248,69.93%,6564091,13.32442,6.64972,3497,23686570,6564091,17184.79024,429619.756,0.218,69%,1993290,7876910,39486060,23586890,62500000,56032570,1000000,0,5.426192,14573410,61000.01,48800.01,796.1093,2399.327,
AUS.TAS.333707.csv,-41.477,145.385,15529.3955,26,19000,61,13160.14472,333686800,0.3276386,14038270,152206800,72.71917,1969558248,72.72%,5961891,14.85682,6.23566,3194,21492480,5961891,15608.23064,390205.766,0.198,72%,1820580,7154269,31058790,18514280,65000000,67560900,1040000,0,5.426192,14400780,61000.01,48800.01,994.9109,2177.37,
AUS.TAS.333876.csv,-41.7723,145.5431,19375.72912,27,19000,66,13922.43645,354065100,0.3476475,14537740,166128200,71.93147,1969558248,71.93%,6125330,12.95063,6.800373,3255,22113040,6125330,16036.11394,400902.8485,0.204,71%,1855350,7350396,38751460,23202850,67500000,60515180,1080000,0,5.870962,15416050,66000.02,52800.01,895.445,2460.224,
AUS.TAS.333976.csv,-41.8501,145.5144,19880.06267,24,19000,62,14321.40439,354083600,0.3476657,15248640,156956500,69.61864,1969558248,69.62%,6630832,13.39706,6.620111,3526,23935140,6630832,17359.51818,433987.9544,0.22,69%,2009820,7956998,39760120,23836800,60000000,53791270,960000,0,5.515146,14652020,62000.01,49600.01,777.9752,2431.422,
AUS.TAS.334055.csv,-41.5746,145.7221,19892.78569,25,19000,61,13761.75543,354277900,0.3478565,15135450,158614100,70.0087,1969558248,70.01%,6546891,13.30381,6.65695,3485,23627850,6546891,17139.76064,428494.016,0.218,69%,1986450,7856269,39785570,23751990,62500000,56032570,1000000,0,5.426192,14596290,61000.01,48800.01,795.1006,2405.438,
AUS.TAS.334077.csv,-41.2245,148.0131,14144.75979,24,19000,60,13796.12889,292769200,0.2874626,11513490,143928400,78.95163,1969558248,78.95%,4615383,17.93364,5.34801,2520,16582400,4615383,12083.07269,302076.8174,0.153,78%,1436400,5538460,28289520,18931100,60000000,79444640,960000,0,5.337238,14373300,60000.01,48000.01,1036.17,2092.393,
AUS.TAS.334630.csv,-41.2021,146.8156,13152.93281,26,19000,60,13524.76563,308401700,0.3028119,12495700,146863300,76.58437,1969558248,76.58%,5127659,16.7772,5.703986,2779,18447380,5127659,13424.21126,335605.2816,0.17,76%,1584030,6153190,26305870,16082820,65000000,79502150,1040000,0,5.337238,14274850,60000.01,48000.01,1106.943,2032.541,
AUS.TAS.335457.csv,-41.4269,145.5264,18874.67604,25,19000,61,13648.92658,355280400,0.3488408,15373130,156544000,69.2766,1969558248,69.28%,6704453,13.33975,6.6359,3562,24204610,6704453,17552.25795,438806.4489,0.223,68%,2030340,8045343,37749350,22486340,62500000,55665590,1000000,0,5.426192,14423090,61000.01,48800.01,812.36,2358.712,
AUS.TAS.335962.csv,-42.061,145.5855,14801.67929,25,19000,63,13674.87469,311415000,0.3057705,12501180,149805800,76.69173,1969558248,76.69%,5102405,16.37234,5.836043,2760,18362800,5102405,13358.09629,333952.4073,0.17,76%,1573200,6122885,29603360,19049550,62500000,74274240,1000000,0,5.6041,14847180,63000.01,50400.01,1050.509,2194.661,
AUS.TAS.336113.csv,-41.7824,145.434,14949.87374,26,19000,62,13052.07367,315991500,0.3102641,12707480,151715400,76.18875,1969558248,76.19%,5212078,15.96441,5.984385,2818,18759060,5212078,13645.2202,341130.5051,0.173,75%,1606260,6254493,29899750,17903030,65000000,76082540,1040000,0,5.515146,14617850,62000.01,49600.01,1069.652,2140.062,
AUS.VIC.467811.csv,-37.6078,142.6124,16850.88331,25,19000,62,13904.65588,311150800,0.3055111,12212530,153273200,77.57143,1969558248,77.57%,4912942,16.18232,5.925917,2667,17669750,4912942,12862.08216,321552.0539,0.163,77%,1520190,5895531,33701770,22851020,62500000,73288430,1000000,0,5.515146,14938780,62000.01,49600.01,952.6288,2286.051,
AUS.WA.333298.csv,-20.9168,116.8861,19643.99566,20,19000,75,14966.18907,275005900,0.2700213,9222809,155777900,85.56556,1969558248,85.57%,3171202,18.1207,5.262753,1750,11371790,3171202,8302.206836,207555.1709,0.105,85%,997500,3805443,39287990,40191680,50000000,65382120,800000,0,6.671548,17606660,75000.02,60000.01,603.3856,2956.124,
AUS.WA.333387.csv,-21.117,116.8296,18286.10084,21,19000,70,14015.1746,279393100,0.2743289,9871678,151776800,83.68201,1969558248,83.68%,3582963,18.18603,5.236328,1971,12855700,3582963,9380.197134,234504.9284,0.119,83%,1123470,4299556,36572200,35319980,52500000,68019300,840000,0,6.226778,16631570,70000.02,56000.01,685.6177,2754.959,
AUS.WA.333525.csv,-20.7571,117.7045,19149.31518,20,19000,74,15029.39406,280082000,0.2750054,9744683,154107500,84.28352,1969558248,84.28%,3452186,17.96381,5.277521,1903,12381810,3452186,9037.822948,225945.5737,0.115,84%,1084710,4142623,38298630,38294150,50000000,63043100,800000,0,6.582594,17573310,74000.02,59200.01,618.8102,2966.6,
AUS.WA.333595.csv,-17.3472,128.0235,21619.41159,20,19000,81,15048.03097,309957200,0.3043392,11294050,163953200,80.95044,1969558248,80.95%,4174950,15.62813,5.784536,2273,15007690,4174950,10930.0191,273250.4775,0.139,80%,1295610,5009940,43238820,40193780,50000000,49994220,800000,0,7.205272,19002620,81000.02,64800.01,488.3346,3384.945,
AUS.WA.333611.csv,-20.8771,117.8091,20008.85048,20,19000,80,14750.62186,279963300,0.2748889,9284105,159942900,85.76843,1969558248,85.77%,3127635,17.52085,5.386446,1729,11211960,3127635,8188.14843,204703.7108,0.104,85%,985530,3753162,40017700,40049930,50000000,63043100,800000,0,7.116318,18554560,80000.02,64000.01,627.4622,3093.286,
AUS.WA.333803.csv,-27.599,120.5777,13954.3578,21,19000,65,13311.15226,257746200,0.2530744,9154435,139402100,84.66357,1969558248,84.66%,3375956,20.59752,4.718087,1883,12082400,3375956,8838.252808,220956.3202,0.112,84%,1073310,4051148,27908720,25349140,52500000,80621180,840000,0,5.782008,14743080,65000.01,52000.01,880.2896,2260.424,
AUS.WA.333890.csv,-28.7772,116.9626,12740.5664,22,19000,66,14321.44314,258120300,0.2534418,9100178,140477600,84.80447,1969558248,84.80%,3340845,20.50549,4.759284,1851,11971400,3340845,8746.33221,218658.3053,0.111,84%,1055070,4009013,25481130,22886690,55000000,84863300,880000,0,5.870962,14778850,66000.02,52800.01,970.0078,2185.758,
AUS.WA.334147.csv,-28.4868,122.2385,12847.27454,22,19000,63,14451.64709,255512200,0.250881,9041348,138630000,84.78902,1969558248,84.79%,3343436,20.86514,4.675515,1850,11983560,3343436,8753.115448,218827.8862,0.111,84%,1054500,4012124,25694550,22944570,55000000,85994160,880000,0,5.6041,14304300,63000.01,50400.01,940.8774,2145.984,
AUS.WA.334181.csv,-28.409,121.1478,13679.81463,21,19000,63,14586.43704,256476000,0.2518273,9177358,137835600,84.45083,1969558248,84.45%,3417458,20.85548,4.657595,1890,12250000,3417458,8946.905044,223672.6261,0.114,84%,1077300,4100949,27359630,24578980,52500000,81582700,840000,0,5.6041,14450530,63000.01,50400.01,887.5669,2206.189,
AUS.WA.334445.csv,-30.9106,121.7167,13508.08188,22,19000,63,13715.62777,258041000,0.2533639,9151806,139730800,84.61134,1969558248,84.61%,3385390,20.53621,4.737372,1882,12123550,3385390,8862.95102,221573.7755,0.112,84%,1072740,4062468,27016160,23848610,55000000,84902610,880000,0,5.6041,14385360,63000.01,50400.01,922.3444,2169.295,
AUS.WA.334537.csv,-31.1785,121.6775,13134.90687,22,19000,59,13174.46062,260290100,0.2555722,9612668,136022100,83.33663,1969558248,83.34%,3665286,20.76194,4.654736,2036,13127790,3665286,9595.718748,239892.9687,0.122,83%,1160520,4398343,26269810,22473080,55000000,84312020,880000,0,5.248284,13875220,59000.01,47200.01,921.0481,2088.575,
AUS.WA.334568.csv,-21.147,119.2055,16895.38811,22,19000,71,13794.08976,277389400,0.2723616,9689438,152129000,84.13611,1969558248,84.14%,3487950,18.21262,5.231155,1933,12497940,3487950,9131.4531,228286.3275,0.116,83%,1101810,4185540,33790780,30909820,55000000,73392050,880000,0,6.315732,16433340,71000.02,56800.01,798.4305,2630.854,
AUS.WA.334629.csv,-24.6431,118.5873,14948.22422,21,19000,67,13766.12198,256788000,0.2521336,8807698,142926300,85.72969,1969558248,85.73%,3140688,20.34836,4.800985,1750,11242480,3140688,8222.321184,205558.0296,0.104,85%,997500,3768826,29896450,29010150,52500000,79410210,840000,0,5.959916,15290600,67000.02,53600.01,811.007,2391.858,
AUS.WA.334649.csv,-30.3934,121.652,13510.58447,22,19000,59,13965.28854,257696600,0.2530258,9335581,137010800,83.97905,1969558248,83.98%,3522167,20.79199,4.653927,1951,12621680,3522167,9221.033206,230525.8302,0.117,83%,1112070,4226600,27021170,23719080,55000000,85266880,880000,0,5.248284,13838400,59000.01,47200.01,890.7948,2104.192,
AUS.WA.334705.csv,-20.8108,117.0665,18754.95263,21,19000,72,15073.68625,277375800,0.2723483,9510241,154432000,84.71981,1969558248,84.72%,3356025,18.11327,5.266524,1849,12038090,3356025,8786.07345,219651.8363,0.112,84%,1053930,4027230,37509900,37511580,52500000,67886720,840000,0,6.404686,17016940,72000.02,57600.01,654.1927,2846.782,
AUS.WA.334902.csv,-31.1389,121.6784,13145.66965,22,19000,57,13050.9026,260288000,0.2555702,9722007,134606600,82.97804,1969558248,82.98%,3743655,20.94446,4.613045,2078,13410290,3743655,9800.88879,245022.2198,0.124,82%,1184460,4492386,26291340,22483420,55000000,84312020,880000,0,5.070376,13593800,57000.01,45600.01,902.3925,2058.317,
AUS.WA.335026.csv,-31.1637,121.0857,13336.73786,23,19000,61,13871.38863,258319100,0.253637,9111125,140534900,84.66362,1969558248,84.66%,3372045,20.49928,4.770574,1869,12082350,3372045,8828.01381,220700.3453,0.112,84%,1065330,4046454,26673480,22816000,57500000,89279260,920000,0,5.426192,14040640,61000.01,48800.01,952.8848,2089.335,
AUS.WA.335066.csv,-23.432,117.9,19340.68048,20,19000,73,14302.12421,282295200,0.2771785,9957300,153572000,83.78832,1969558248,83.79%,3563198,17.91661,5.287616,1971,12771940,3563198,9328.452364,233211.3091,0.118,83%,1123470,4275838,38681360,37492220,50000000,62707240,800000,0,6.49364,17502780,73000.02,58400.01,630.1758,2938.938,
AUS.WA.335111.csv,-32.7509,116.3581,12034.62249,21,19000,58,13595.98331,254945900,0.2503249,9607247,130748000,83.15909,1969558248,83.16%,3703867,21.7362,4.425781,2056,13267660,3703867,9696.723806,242418.0952,0.123,82%,1171920,4444641,24069240,19116000,52500000,84741900,840000,0,5.15933,13688210,58000.01,46400.01,994.4432,1964.635,
AUS.WA.335166.csv,-20.8684,116.8655,18966.35413,20,19000,71,14848.77643,274956500,0.2699729,9543147,151587300,84.53455,1969558248,84.53%,3396320,18.51316,5.182098,1870,12184050,3396320,8891.56576,222289.144,0.113,84%,1065900,4075584,37932710,38790770,50000000,65382120,800000,0,6.315732,16953520,71000.02,56800.01,601.7932,2870.418,
AUS.WA.335341.csv,-21.2035,119.2383,17932.28856,21,19000,71,14730.33773,277286300,0.2722605,9692710,151983700,84.10881,1969558248,84.11%,3491075,18.25294,5.221944,1926,12519450,3491075,9139.63435,228490.8588,0.116,83%,1097820,4189290,35864580,32821910,52500000,70056050,840000,0,6.315732,16616600,71000.02,56800.01,746.2278,2704.012,
AUS.WA.335342.csv,-27.3105,120.5528,14064.44778,21,19000,65,13559.39976,258824900,0.2541336,9215087,139696700,84.51344,1969558248,84.51%,3406653,20.51102,4.73942,1893,12200670,3406653,8918.617554,222965.4389,0.113,84%,1079010,4087983,28128900,25480890,52500000,79993560,840000,0,5.782008,14791730,65000.01,52000.01,877.5096,2273.889,
AUS.WA.335365.csv,-17.295,128.1877,24746.09099,19,19000,91,15049.08404,309880000,0.3042634,10456230,174706900,83.8597,1969558248,83.86%,3543796,15.04218,5.964106,1949,12715700,3543796,9277.657928,231941.4482,0.118,83%,1110930,4252555,49492180,45992740,47500000,47494510,760000,0,8.094811,21165140,91000.02,72800.02,430.1469,3715.348,
AUS.WA.335472.csv,-20.9825,116.8648,18886.2625,20,19000,79,14941.64583,275002100,0.2700176,9123722,157055000,85.91733,1969558248,85.92%,3095494,18.10247,5.288548,1713,11094660,3095494,8104.003292,202600.0823,0.103,85%,976410,3714592,37772520,38654010,50000000,65382120,800000,0,7.027364,18020440,79000.02,63200.01,645.9547,2986.7,
AUS.WA.335559.csv,-27.4555,120.5775,14400.66979,21,19000,65,14145.71545,258847300,0.2541556,9151194,140545100,84.69231,1969558248,84.69%,3366154,20.49468,4.763385,1867,12059750,3366154,8812.591172,220314.7793,0.112,84%,1064190,4039385,28801340,26126960,52500000,79993560,840000,0,5.782008,14854670,65000.01,52000.01,864.4366,2288.295,
AUS.WA.335579.csv,-21.6549,121.5709,16481.9942,21,19000,68,13680.11849,265673300,0.2608579,9205580,146668000,84.98862,1969558248,84.99%,3301870,19.39927,5.010027,1834,11826310,3301870,8644.29566,216107.3915,0.11,84%,1045380,3962244,32963990,31145890,52500000,74962100,840000,0,6.04887,15806460,68000.02,54400.01,764.6805,2535.837,
AUS.WA.335631.csv,-22.1991,122.3141,17424.3308,21,19000,69,14049.88947,268288100,0.2634253,9199327,149363600,85.10049,1969558248,85.10%,3274384,19.00184,5.087356,1810,11738180,3274384,8572.337312,214308.4328,0.109,84%,1031700,3929260,34848660,32276060,52500000,73902990,840000,0,6.137824,16099340,69000.02,55200.01,752.0812,2589.814,
AUS.WA.335652.csv,-29.1785,116.9774,12429.34271,22,19000,56,13320.00652,259435700,0.2547334,9814804,132554700,82.64799,1969558248,82.65%,3814492,21.25205,4.541056,2112,13670320,3814492,9986.340056,249658.5014,0.127,82%,1203840,4577390,24858690,21481990,55000000,84866740,880000,0,4.981422,13403930,56000.01,44800.01,911.4817,2010.099,
AUS.WA.335722.csv,-31.2166,121.68,12909.20493,22,19000,59,13127.26589,260281900,0.2555642,9648046,135556600,83.23428,1969558248,83.23%,3687660,20.81306,4.640896,2048,13208430,3687660,9654.29388,241357.347,0.123,82%,1167360,4425192,25818410,22094990,55000000,84312020,880000,0,5.248284,13855540,59000.01,47200.01,926.6584,2079.409,
AUS.WA.335749.csv,-26.9204,120.379,14072.89108,21,19000,65,14023.79426,258250100,0.2535693,9158542,139852900,84.66267,1969558248,84.66%,3373060,20.60518,4.735543,1872,12083110,3373060,8830.67108,220766.777,0.112,84%,1067040,4047671,28145780,26125300,52500000,79716650,840000,0,5.782008,14836140,65000.01,52000.01,857.6386,2295.41,
AUS.WA.335838.csv,-28.7452,116.9436,12740.5664,22,19000,66,14321.44314,258122700,0.2534442,9100369,140477600,84.8022,1969558248,84.80%,3341267,20.5051,4.759386,1851,11973180,3341267,8747.437006,218685.9252,0.111,84%,1055070,4009520,25481130,22879940,55000000,84863300,880000,0,5.870962,14777230,66000.02,52800.01,970.1835,2185.553,
AUS.WA.335840.csv,-21.7224,122.2109,16741.64241,21,19000,68,13675.23422,268807000,0.2639348,9407930,147185900,84.53227,1969558248,84.53%,3401202,19.12444,5.048809,1886,12185840,3401202,8904.346836,222608.6709,0.113,84%,1075020,4081442,33483280,31247350,52500000,73425280,840000,0,6.04887,15885610,68000.02,54400.01,755.5806,2564.928,
AUS.WA.335844.csv,-17.7501,127.8329,21842.73462,20,19000,82,14641.71441,302964800,0.2974735,10673890,164978000,82.58949,1969558248,82.59%,3819793,15.97,5.723358,2092,13716410,3819793,10000.21807,250005.4519,0.127,82%,1192440,4583752,43685470,40793680,50000000,53399670,800000,0,7.294226,19163430,82000.02,65600.02,511.4197,3338.514,
AUS.WA.336035.csv,-26.9179,118.6444,15167.47127,21,19000,63,14297.60938,254047000,0.2494423,8766010,140724200,85.54009,1969558248,85.54%,3179839,20.73233,4.711984,1764,11391850,3179839,8324.818502,208120.4626,0.106,85%,1005480,3815806,30334940,27729770,52500000,82443190,840000,0,5.6041,14526460,63000.01,50400.01,829.8989,2250.739,
AUS.WA.336142.csv,-28.6691,116.3796,13068.73087,21,19000,58,13445.36545,257116600,0.2524563,9618673,132771100,83.16743,1969558248,83.17%,3700923,21.35238,4.514121,2051,13261090,3700923,9689.016414,242225.4104,0.123,82%,1169070,4441107,26137460,23456000,52500000,81476900,840000,0,5.15933,13747640,58000.01,46400.01,867.9089,2096.842,
AUS.WA.336197.csv,-28.9634,121.766,13664.79611,22,19000,63,14228.50141,256118200,0.251476,8966923,140198100,85.01996,1969558248,85.02%,3292979,20.65271,4.728484,1823,11801630,3292979,8621.019022,215525.4756,0.109,84%,1039110,3951575,27329590,24687690,55000000,85469860,880000,0,5.6041,14370990,63000.01,50400.01,903.2206,2186.335,
AUS.WA.336234.csv,-27.2296,120.5417,14182.64115,21,19000,65,14267.19956,258911100,0.2542183,9187046,140145400,84.58205,1969558248,84.58%,3389718,20.45736,4.752936,1878,12146620,3389718,8874.281724,221857.0431,0.113,84%,1070460,4067662,28365280,25673970,52500000,79993560,840000,0,5.782008,14831400,65000.01,52000.01,876.6271,2280.403,
AUS.WA.434546.csv,-26.0954,127.7274,14968.32801,21,19000,66,13781.3381,259305600,0.2546056,9053131,142271100,84.96898,1969558248,84.97%,3306358,20.26108,4.821762,1837,11841790,3306358,8656.045244,216401.1311,0.11,84%,1047090,3967630,29936660,27275590,52500000,78986240,840000,0,5.870962,14941520,66000.02,52800.01,825.0629,2353.434,
AUS.WA.513745.csv,-31.1931,121.6785,12909.31619,22,19000,57,13162.84492,260257700,0.2555405,9753633,134167500,82.88515,1969558248,82.89%,3763435,21.00061,4.599253,2087,13483480,3763435,9852.67283,246316.8208,0.125,82%,1189590,4516122,25818630,22091290,55000000,84312020,880000,0,5.070376,13588290,57000.01,45600.01,910.983,2051.76,
AUS.WA.515724.csv,-28.4839,121.17,13318.0254,23,19000,62,14007.70396,256466000,0.2518175,8913364,141238400,85.12721,1969558248,85.13%,3268860,20.4963,4.770306,1808,11717130,3268860,8557.87548,213946.887,0.109,84%,1030560,3922632,26636050,23949810,57500000,89352490,920000,0,5.515146,14105810,62000.01,49600.01,927.8695,2129.9,
AUS.WA.519582.csv,-25.5406,119.3281,15435.85268,20,19000,67,14007.46891,255745100,0.2511096,8839371,141474000,85.56708,1969558248,85.57%,3175381,20.56404,4.743158,1766,11370600,3175381,8313.147458,207828.6865,0.106,85%,1006620,3810457,30871710,29176800,50000000,76802510,800000,0,5.959916,15322410,67000.02,53600.01,798.2333,2401.574,
AUS.WA.557598.csv,-20.7886,122.1966,16074.89835,22,19000,70,14469.40513,272546400,0.2676065,9480229,149990600,84.45295,1969558248,84.45%,3416506,18.75312,5.145405,1888,12248330,3416506,8944.412708,223610.3177,0.114,84%,1076160,4099807,32149800,29855850,55000000,75404580,880000,0,6.226778,16064020,70000.02,56000.01,810.8499,2563.484,
AUS.WA.561110.csv,-31.8199,123.1924,13854.20378,21,19000,58,13076.31183,257719300,0.2530481,9552337,134231300,83.42176,1969558248,83.42%,3649181,21.14391,4.564817,2035,13060720,3649181,9553.555858,238838.8965,0.121,83%,1159950,4379018,27708410,23827910,52500000,81538940,840000,0,5.15933,13793560,58000.01,46400.01,862.9557,2115.355,
AUS.WA.568323.csv,-25.5443,119.348,15378.91206,20,19000,67,14651.17055,255754200,0.2511186,8833949,141553200,85.559,1969558248,85.56%,3175767,20.56368,4.74601,1762,11376960,3175767,8314.158006,207853.9502,0.106,85%,1004340,3810920,30757820,29070090,50000000,76802510,800000,0,5.959916,15307670,67000.02,53600.01,802.1265,2401.628,
AUS.WA.652958.csv,-24.237,115.9535,17098.13167,21,19000,69,14013.65733,272448400,0.2675101,9572448,148700400,84.22078,1969558248,84.22%,3468865,18.79583,5.112638,1921,12431240,3468865,9081.48857,227037.2143,0.115,84%,1094970,4162638,34196260,31606200,52500000,72680070,840000,0,6.137824,16117080,69000.02,55200.01,783.1871,2575.361,
AUS.WA.652960.csv,-27.5191,120.588,13892.27005,21,19000,64,13528.25245,257778800,0.2531065,9215677,138643000,84.46321,1969558248,84.46%,3419335,20.68997,4.696579,1905,12240240,3419335,8951.81903,223795.4758,0.114,84%,1085850,4103202,27784540,25219550,52500000,80621180,840000,0,5.693054,14597010,64000.01,51200.01,872.3993,2242.399,
AUS.WA.652961.csv,-31.1778,121.6783,13134.90687,22,19000,59,13174.46062,260290100,0.2555722,9612667,136022100,83.33663,1969558248,83.34%,3665286,20.76194,4.654736,2036,13127790,3665286,9595.718748,239892.9687,0.122,83%,1160520,4398343,26269810,22473100,55000000,84312020,880000,0,5.248284,13875220,59000.01,47200.01,921.0476,2088.575,
AUS.WA.652962.csv,-28.302,120.492,13544.93226,21,19000,64,14372.75418,258249900,0.2535691,9286256,138201700,84.24969,1969558248,84.25%,3462375,20.71935,4.68876,1917,12408460,3462375,9064.49775,226612.4438,0.115,84%,1092690,4154850,27089860,24290770,52500000,80714800,840000,0,5.693054,14621420,64000.01,51200.01,901.5658,2220.973,
AUS.WA.652969.csv,-31.2864,122.838,12901.61622,21,19000,59,13604.89633,258531400,0.2538455,9696117,133184700,83.02628,1969558248,83.03%,3732180,21.21778,4.543061,2069,13372290,3732180,9770.84724,244271.181,0.124,82%,1179330,4478616,25803230,21642460,52500000,81589300,840000,0,5.248284,13895680,59000.01,47200.01,927.0642,2082.375,
