Iteration,Objective Value,Parameters,Time (seconds)
365,0.247611776,"[22407, 21, 26382, 6089, 17368]",4310.698887
366,0.270798896,"[39907, 39, 18882, 8589, 23868]",4322.99464
367,0.306191014,"[31157, 12, 22632, 7339, 27118]",4335.033223
368,0.245118716,"[13657, 30, 15132, 9839, 20618]",4347.090194
369,0.314331592,"[12563, 14, 28726, 5308, 26712]",4358.771537
370,0.252479525,"[30063, 31, 21226, 7808, 20212]",4370.164111
371,0.278885881,"[38813, 22, 24976, 6558, 23462]",4381.425104
372,0.272665956,"[21313, 40, 17476, 9058, 29962]",4393.440306
373,0.275858182,"[25688, 27, 19351, 9683, 28337]",4405.56594
374,0.276424842,"[43188, 44, 26851, 7183, 21837]",4418.110157
375,0.25587057,"[34438, 18, 15601, 8433, 18587]",4430.278516
376,0.262181836,"[16938, 35, 23101, 5933, 25087]",4442.596875
377,0.251701416,"[14751, 20, 16538, 7495, 19399]",4454.635559
378,0.273081423,"[32251, 38, 24038, 9995, 25899]",4467.036405
379,0.321403765,"[41001, 11, 20288, 6245, 29149]",4478.618477
380,0.260849237,"[23501, 29, 27788, 8745, 22649]",4490.27862
381,0.269301567,"[19126, 16, 25913, 8120, 21024]",4501.643909
382,0.277068947,"[36626, 33, 18413, 5620, 27524]",4513.46722
383,0.273614363,"[27876, 25, 29663, 9370, 24274]",4525.581874
384,0.244138987,"[10376, 42, 22163, 6870, 17774]",4538.309169
385,0.317549061,"[10513, 13, 26206, 8999, 24427]",4549.89847
386,0.242111393,"[28013, 30, 18706, 6499, 17927]",4561.571341
387,0.272947238,"[36763, 22, 29956, 7749, 21177]",4572.576074
388,0.269327407,"[19263, 39, 22456, 5249, 27677]",4584.012751
389,0.277532215,"[23638, 26, 16831, 5874, 29302]",4595.328606
390,0.275041024,"[41138, 44, 24331, 8374, 22802]",4607.229072
391,0.263435968,"[32388, 17, 20581, 7124, 19552]",4618.75561
392,0.269991178,"[14888, 35, 28081, 9624, 26052]",4630.404479
393,0.244610576,"[17075, 19, 19644, 8687, 17114]",4641.607463
394,0.270624706,"[34575, 37, 27144, 6187, 23614]",4652.907743
395,0.310955731,"[43325, 11, 15894, 9937, 26864]",4663.751834
396,0.252224782,"[25825, 28, 23394, 7437, 20364]",4674.656605
397,0.277423576,"[21450, 15, 29019, 6812, 21989]",4685.547369
398,0.28419443,"[38950, 33, 21519, 9312, 28489]",4696.795301
399,0.275763445,"[30200, 24, 25269, 5562, 25239]",4708.439478
400,0.241372766,"[12700, 41, 17769, 8062, 18739]",4720.515766
401,0.285965924,"[13794, 25, 26675, 6968, 28083]",4732.264937
402,0.25808865,"[31294, 42, 19175, 9468, 21583]",4744.356971
403,0.267849005,"[40044, 16, 22925, 5718, 18333]",4755.614363
404,0.256563383,"[22544, 34, 15425, 8218, 24833]",4766.947918
405,0.30045492,"[26919, 12, 21050, 7593, 26458]",4778.324406
406,0.270308117,"[44419, 29, 28550, 5093, 19958]",4790.128344
407,0.270379729,"[35669, 21, 17300, 8843, 23208]",4801.930277
408,0.277191864,"[18169, 38, 24800, 6343, 29708]",4813.968791
409,0.260761575,"[15981, 18, 18237, 5405, 20771]",4825.809893
410,0.279032331,"[33481, 36, 25737, 7905, 27271]",4837.814941
411,0.276981305,"[42231, 27, 21987, 6655, 24021]",4849.618712
412,0.250586198,"[24731, 45, 29487, 9155, 17521]",4861.786816
413,0.249555916,"[20356, 23, 23862, 9780, 19146]",4873.621931
414,0.272139294,"[37856, 40, 16362, 7280, 25646]",4885.74131
415,0.308671914,"[29106, 14, 27612, 8530, 28896]",4897.531906
416,0.257256345,"[11606, 31, 20112, 6030, 22396]",4909.487122
417,0.281694474,"[12153, 21, 15659, 6265, 26255]",4921.307223
418,0.253454291,"[29653, 39, 23159, 8765, 19755]",4933.327462
419,0.291815417,"[38403, 12, 19409, 5015, 23005]",4945.14259
420,0.280359965,"[20903, 30, 26909, 7515, 29505]",4957.054366
421,0.293432376,"[25278, 17, 25034, 8140, 27880]",4968.723356
422,0.264185675,"[42778, 34, 17534, 5640, 21380]",4981.058552
423,0.257258249,"[34028, 25, 28784, 9390, 18130]",4993.077203
424,0.260513316,"[16528, 43, 21284, 6890, 24630]",5005.743464
425,0.282392686,"[18716, 10, 29722, 5952, 18942]",5018.042367
426,0.275671527,"[36216, 28, 22222, 8452, 25442]",5030.225412
427,0.306431254,"[44966, 19, 25972, 7202, 28692]",5042.316287
428,0.254529613,"[27466, 36, 18472, 9702, 22192]",5054.873714
429,0.253160673,"[23091, 23, 20347, 9077, 20567]",5067.232184
430,0.287020947,"[40591, 41, 27847, 6577, 27067]",5079.830442
431,0.280150763,"[31841, 15, 16597, 7827, 23817]",5092.085335
432,0.239347958,"[14341, 32, 24097, 5327, 17317]",5104.441548
433,0.312946986,"[13247, 16, 21753, 9546, 29911]",5116.221885
434,0.26795854,"[30747, 33, 29253, 7046, 23411]",5128.579248
435,0.261163394,"[39497, 24, 18003, 8296, 20161]",5140.242557
436,0.269576579,"[21997, 42, 25503, 5796, 26661]",5152.771487
437,0.279475622,"[26372, 20, 27378, 5171, 25036]",5164.727972
438,0.260426134,"[43872, 38, 19878, 7671, 18536]",5176.370853
439,0.290454907,"[35122, 11, 23628, 6421, 21786]",5187.73953
440,0.270478349,"[17622, 29, 16128, 8921, 28286]",5199.291128
441,0.258461373,"[15435, 27, 22690, 7983, 22599]",5211.499199
442,0.277472056,"[32935, 44, 15190, 5483, 29099]",5223.920253
443,0.295735621,"[41685, 18, 26440, 9233, 25849]",5236.342335
444,0.243598202,"[24185, 35, 18940, 6733, 19349]",5248.917165
445,0.257387787,"[19810, 13, 17065, 7358, 17724]",5261.385389
446,0.272846996,"[37310, 31, 24565, 9858, 24224]",5273.921198
447,0.28222772,"[28560, 22, 20815, 6108, 27474]",5286.168599
448,0.257363291,"[11060, 40, 28315, 8608, 20974]",5298.85056
449,0.254456567,"[10786, 26, 21401, 5522, 19653]",5311.41988
450,0.275305548,"[28286, 43, 28901, 8022, 26153]",5324.295018
451,0.300188377,"[37036, 17, 17651, 6772, 29403]",5336.627887
452,0.256499688,"[19536, 35, 25151, 9272, 22903]",5349.25256
453,0.279246473,"[23911, 13, 27026, 9897, 21278]",5361.395649
454,0.284118711,"[41411, 30, 19526, 7397, 27778]",5373.086248
455,0.277004944,"[32661, 21, 23276, 8647, 24528]",5385.242101
456,0.236185378,"[15161, 39, 15776, 6147, 18028]",5397.419059
457,0.290267349,"[17349, 15, 24214, 7085, 25341]",5408.948967
458,0.249037332,"[34849, 32, 16714, 9585, 18841]",5420.856557
459,0.278300042,"[43599, 24, 27964, 5835, 22091]",5432.950805
460,0.273555975,"[26099, 41, 20464, 8335, 28591]",5445.533714
461,0.280278865,"[21724, 19, 18589, 7710, 26966]",5457.895036
462,0.265353968,"[39224, 37, 26089, 5210, 20466]",5470.360403
463,0.271028516,"[30474, 10, 22339, 8960, 17216]",5482.660338
464,0.269176741,"[12974, 28, 29839, 6460, 23716]",5495.280037
465,0.293968075,"[14067, 12, 16245, 8491, 23310]",5507.290394
466,0.286314016,"[31567, 29, 23745, 5991, 29810]",5518.887407
467,0.289372719,"[40317, 20, 19995, 9741, 26560]",5530.693787
468,0.251952251,"[22817, 38, 27495, 7241, 20060]",5542.033975
469,0.250676666,"[27192, 25, 25620, 6616, 18435]",5553.82759
470,0.278712456,"[44692, 42, 18120, 9116, 24935]",5566.109884
471,0.305385048,"[35942, 16, 29370, 5366, 28185]",5577.604983
472,0.250528667,"[18442, 33, 21870, 7866, 21685]",5589.3835
473,0.292737326,"[16255, 22, 28433, 8804, 28997]",5601.162151
474,0.263086649,"[33755, 40, 20933, 6304, 22497]",5613.421977
475,0.278590273,"[42505, 14, 24683, 7554, 19247]",5625.040279
476,0.262775856,"[25005, 31, 17183, 5054, 25747]",5636.652378
477,0.271737267,"[20630, 18, 19058, 5679, 24122]",5648.038118
478,0.25623459,"[38130, 36, 26558, 8179, 17622]",5659.735514
479,0.251280968,"[29380, 27, 15308, 6929, 20872]",5671.697856
480,0.27316352,"[11880, 44, 22808, 9429, 27372]",5683.775982
481,0.264104104,"[11333, 18, 27729, 7944, 17825]",5695.001976
482,0.262636379,"[28833, 35, 20229, 5444, 24325]",5706.258603
483,0.286405252,"[37583, 26, 23979, 9194, 27575]",5717.755971
484,0.24755386,"[20083, 44, 16479, 6694, 21075]",5729.937257
485,0.263916641,"[24458, 22, 22104, 7319, 22700]",5741.505941
486,0.295061709,"[41958, 39, 29604, 9819, 29200]",5753.630477
487,0.295937596,"[33208, 13, 18354, 6069, 25950]",5765.117832
488,0.247208355,"[15708, 31, 25854, 8569, 19450]",5777.472713
489,0.259687443,"[17896, 24, 17417, 9507, 23513]",5788.855094
490,0.253683217,"[35396, 42, 24917, 7007, 17013]",5800.28732
491,0.279319429,"[44146, 15, 21167, 8257, 20263]",5811.445236
492,0.274568516,"[26646, 33, 28667, 5757, 26763]",5823.203219
493,0.312987909,"[22271, 11, 23042, 5132, 28388]",5835.118578
494,0.262854382,"[39771, 28, 15542, 7632, 21888]",5847.205935
495,0.25927221,"[31021, 20, 26792, 6382, 18638]",5859.188303
496,0.261824126,"[13521, 37, 19292, 8882, 25138]",5871.522547
497,0.267793361,"[12427, 21, 24448, 6226, 21481]",5883.631712
498,0.27207542,"[29927, 38, 16948, 8726, 27981]",5895.765741
499,0.305149159,"[38677, 12, 28198, 7476, 24731]",5907.241215
500,0.239782194,"[21177, 30, 20698, 9976, 18231]",5919.20114
501,0.257729062,"[25552, 16, 15073, 9351, 19856]",5930.618526
502,0.282329053,"[43052, 34, 22573, 6851, 26356]",5942.886186
503,0.288157234,"[34302, 25, 18823, 8101, 29606]",5954.817446
504,0.259618367,"[16802, 43, 26323, 5601, 23106]",5967.266464
505,0.302972112,"[14614, 14, 19761, 6538, 27169]",5979.250236
506,0.259893821,"[32114, 32, 27261, 9038, 20669]",5991.481974
507,0.252912438,"[40864, 23, 16011, 5288, 17419]",6003.564176
508,0.260979537,"[23364, 41, 23511, 7788, 23919]",6016.051714
509,0.271915728,"[18989, 27, 29136, 8413, 25544]",6028.140429
510,0.259361146,"[36489, 45, 21636, 5913, 19044]",6040.422582
511,0.270326284,"[27739, 19, 25386, 9663, 22294]",6052.462543
512,0.278845594,"[10239, 36, 17886, 7163, 28794]",6064.728479
513,0.296162598,"[10256, 14, 28074, 6077, 20713]",6076.386951
514,0.271734037,"[27756, 32, 20574, 8577, 27213]",6088.475109
515,0.276797412,"[36506, 23, 24324, 7327, 23963]",6099.956405
516,0.23604014,"[19006, 41, 16824, 9827, 17463]",6112.389889
517,0.246394803,"[23381, 27, 22449, 9202, 19088]",6124.437905
518,0.286358935,"[40881, 45, 29949, 6702, 25588]",6136.904131
519,0.291875203,"[32131, 19, 18699, 7952, 28838]",6148.91744
520,0.2570325,"[14631, 36, 26199, 5452, 22338]",6161.184214
521,0.282009826,"[16819, 21, 17761, 6389, 28026]",6173.35798
522,0.263379679,"[34319, 38, 25261, 8889, 21526]",6185.687155
523,0.278558656,"[43069, 12, 21511, 5139, 18276]",6197.656163
524,0.269141664,"[25569, 30, 29011, 7639, 24776]",6209.860129
525,0.285761875,"[21194, 17, 23386, 8264, 26401]",6221.960491
526,0.254847309,"[38694, 34, 15886, 5764, 19901]",6234.116142
527,0.269599465,"[29944, 25, 27136, 9514, 23151]",6245.83066
528,0.277100132,"[12444, 43, 19636, 7014, 29651]",6257.731775
529,0.24408762,"[13538, 24, 24792, 8108, 17057]",6268.808138
530,0.261827542,"[31038, 42, 17292, 5608, 23557]",6281.038064
531,0.305209577,"[39788, 15, 28542, 9358, 26807]",6292.954859
532,0.246651601,"[22288, 33, 21042, 6858, 20307]",6305.108571
533,0.280583819,"[26663, 11, 15417, 7483, 21932]",6317.06491
534,0.291907461,"[44163, 29, 22917, 9983, 28432]",6329.257087
535,0.279940833,"[35413, 20, 19167, 6233, 25182]",6341.266241
536,0.245180413,"[17913, 37, 26667, 8733, 18682]",6353.641393
537,0.276932144,"[15725, 18, 20105, 9670, 24370]",6365.723541
538,0.252744843,"[33225, 35, 27605, 7170, 17870]",6377.978567
539,0.264150232,"[41975, 26, 16355, 8420, 21120]",6390.124926
540,0.272916179,"[24475, 44, 23855, 5920, 27620]",6402.494396
541,0.291639451,"[20100, 22, 29480, 5295, 29245]",6414.133318
542,0.268087833,"[37600, 40, 21980, 7795, 22745]",6426.529142
543,0.273119786,"[28850, 13, 25730, 6545, 19495]",6437.998494
544,0.269424971,"[11350, 31, 18230, 9045, 25995]",6450.271628
545,0.267859082,"[11897, 23, 21277, 8655, 22542]",6462.59102
546,0.283143046,"[29397, 40, 28777, 6155, 29042]",6474.677382
547,0.294665349,"[38147, 14, 17527, 9905, 25792]",6486.32531
548,0.245830345,"[20647, 31, 25027, 7405, 19292]",6497.901293
549,0.254284623,"[25022, 18, 26902, 6780, 17667]",6509.673059
550,0.273796237,"[42522, 36, 19402, 9280, 24167]",6521.531464
551,0.281418094,"[33772, 27, 23152, 5530, 27417]",6533.772615
552,0.246096324,"[16272, 44, 15652, 8030, 20917]",6546.22208
553,0.319888366,"[18459, 12, 24089, 8967, 29854]",6558.109112
554,0.264411051,"[35959, 29, 16589, 6467, 23354]",6570.50627
555,0.276646448,"[44709, 20, 27839, 7717, 20104]",6582.500836
556,0.268495597,"[27209, 38, 20339, 5217, 26604]",6594.943185
557,0.265106239,"[22834, 25, 18464, 5842, 24979]",6607.344204
558,0.263071492,"[40334, 42, 25964, 8342, 18479]",6619.96296
559,0.273698657,"[31584, 16, 22214, 7092, 21729]",6631.742666
560,0.27976398,"[14084, 33, 29714, 9592, 28229]",6643.350305
561,0.264163705,"[12991, 15, 16121, 5374, 18885]",6654.881887
562,0.270315238,"[30491, 32, 23621, 7874, 25385]",6666.314124
563,0.290140662,"[39241, 24, 19871, 6624, 28635]",6678.652386
564,0.25786159,"[21741, 41, 27371, 9124, 22135]",6691.113931
565,0.262870878,"[26116, 19, 25496, 9749, 20510]",6703.02159
566,0.281870201,"[43616, 37, 17996, 7249, 27010]",6715.178601
567,0.302344947,"[34866, 11, 29246, 8499, 23760]",6726.938645
568,0.237649272,"[17366, 28, 21746, 5999, 17260]",6738.74537
569,0.276653291,"[15178, 26, 28308, 6936, 26198]",6750.77371
570,0.255958157,"[32678, 43, 20808, 9436, 19698]",6762.911659
571,0.285464747,"[41428, 17, 24558, 5686, 22948]",6774.58531
572,0.272101626,"[23928, 35, 17058, 8186, 29448]",6786.583462
573,0.301494301,"[19553, 13, 18933, 7561, 27823]",6798.269924
574,0.26557315,"[37053, 30, 26433, 5061, 21323]",6809.054516
575,0.245576057,"[28303, 21, 15183, 8811, 18073]",6820.323362
576,0.265971346,"[10803, 39, 22683, 6311, 24573]",6832.104578
577,0.284839036,"[11077, 27, 15769, 9397, 29143]",6843.869555
578,0.262530792,"[28577, 44, 23269, 6897, 22643]",6856.29707
579,0.26384823,"[37327, 18, 19519, 8147, 19393]",6868.327723
580,0.266997291,"[19827, 35, 27019, 5647, 25893]",6880.499785
581,0.286613814,"[24202, 14, 25144, 5022, 24268]",6892.534516
582,0.252660799,"[41702, 31, 17644, 7522, 17768]",6903.852277
583,0.268513587,"[32952, 22, 28894, 6272, 21018]",6915.064319
584,0.269060624,"[15452, 40, 21394, 8772, 27518]",6926.918996
585,0.283114781,"[17639, 16, 29832, 7834, 23456]",6938.661145
586,0.285709929,"[35139, 33, 22332, 5334, 29956]",6950.909402
587,0.292266814,"[43889, 24, 26082, 9084, 26706]",6963.05084
588,0.249819496,"[26389, 42, 18582, 6584, 20206]",6975.666423
589,0.248946062,"[22014, 20, 20457, 7209, 18581]",6987.539216
590,0.279973193,"[39514, 38, 27957, 9709, 25081]",6999.324628
591,0.309637616,"[30764, 11, 16707, 5959, 28331]",7011.490253
592,0.257190968,"[13264, 29, 24207, 8459, 21831]",7023.601019
593,0.315865756,"[14358, 10, 21863, 6428, 25487]",7035.451163
594,0.256852508,"[31858, 28, 29363, 8928, 18987]",7047.641445
595,0.274473907,"[40608, 19, 18113, 5178, 22237]",7059.582589
596,0.275979907,"[23108, 37, 25613, 7678, 28737]",7071.842133
597,0.283337587,"[27483, 23, 27488, 8303, 27112]",7083.857626
598,0.268523144,"[44983, 41, 19988, 5803, 20612]",7095.625489
599,0.263648398,"[36233, 15, 23738, 9553, 17362]",7107.809008
600,0.254016333,"[18733, 32, 16238, 7053, 23862]",7120.044483
601,0.254291569,"[16545, 21, 22800, 6116, 19799]",7131.872915
602,0.269515263,"[34045, 39, 15300, 8616, 26299]",7144.186353
603,0.325933664,"[42795, 12, 26550, 7366, 29549]",7155.995072
604,0.256287276,"[25295, 30, 19050, 9866, 23049]",7167.881466
605,0.262199257,"[20920, 17, 17175, 9241, 21424]",7179.813829
606,0.28410028,"[38420, 34, 24675, 6741, 27924]",7191.462569
607,0.268672577,"[29670, 26, 20925, 7991, 24674]",7203.56845
608,0.248491173,"[12170, 43, 28425, 5491, 18174]",7216.021986
609,0.303857854,"[11624, 18, 25847, 7131, 27315]",7227.849908
610,0.251783882,"[29124, 36, 18347, 9631, 20815]",7240.044414
611,0.258042152,"[37874, 27, 29597, 5881, 17565]",7252.172511
612,0.26002961,"[20374, 45, 22097, 8381, 24065]",7264.532365
613,0.268891236,"[24749, 23, 16472, 7756, 25690]",7276.572773
614,0.264361962,"[42249, 40, 23972, 5256, 19190]",7288.516191
615,0.28077747,"[33499, 14, 20222, 9006, 22440]",7300.484947
616,0.279739987,"[15999, 32, 27722, 6506, 28940]",7312.616591
617,0.253676321,"[18186, 25, 19285, 5569, 21627]",7324.678508
618,0.285136327,"[35686, 43, 26785, 8069, 28127]",7336.913665
619,0.290260925,"[44436, 16, 15535, 6819, 24877]",7348.659871
620,0.245524004,"[26936, 34, 23035, 9319, 18377]",7360.768012
621,0.27837763,"[22561, 12, 28660, 9944, 20002]",7372.585829
622,0.280947738,"[40061, 29, 21160, 7444, 26502]",7384.090347
623,0.295567552,"[31311, 21, 24910, 8694, 29752]",7395.94217
624,0.254226123,"[13811, 38, 17410, 6194, 23252]",7407.761938
625,0.279692743,"[12717, 20, 26316, 8850, 23659]",7419.191908
626,0.242706289,"[30217, 37, 18816, 6350, 17159]",7431.061952
627,0.286707722,"[38967, 11, 22566, 7600, 20409]",7442.798086
628,0.265257069,"[21467, 28, 15066, 5100, 26909]",7454.745607
629,0.297996361,"[25842, 15, 20691, 5725, 28534]",7466.620132
630,0.274170327,"[43342, 33, 28191, 8225, 22034]",7478.249626
631,0.251508533,"[34592, 24, 16941, 6975, 18784]",7490.442789
632,0.264053877,"[17092, 41, 24441, 9475, 25284]",7502.738709
633,0.263652039,"[14905, 13, 17878, 8538, 17971]",7514.610419
634,0.270647415,"[32405, 30, 25378, 6038, 24471]",7526.791296
635,0.292951383,"[41155, 22, 21628, 9788, 27721]",7538.692207
636,0.257194318,"[23655, 39, 29128, 7288, 21221]",7550.901063
637,0.25948728,"[19280, 26, 23503, 6663, 22846]",7562.958794
638,0.281868337,"[36780, 44, 16003, 9163, 29346]",7575.103733
639,0.289771857,"[28030, 17, 27253, 5413, 26096]",7586.956581
640,0.247543036,"[10530, 35, 19753, 7913, 19596]",7598.768431
641,0.295489017,"[10393, 20, 23679, 5120, 25842]",7610.509315
642,0.245408957,"[27893, 38, 16179, 7620, 19342]",7622.552508
643,0.297410042,"[36643, 11, 27429, 6370, 22592]",7634.391786
644,0.275371828,"[19143, 29, 19929, 8870, 29092]",7646.345908
645,0.288615976,"[23518, 16, 18054, 9495, 27467]",7657.96277
646,0.266913462,"[41018, 33, 25554, 6995, 20967]",7669.898252
647,0.249472738,"[32268, 25, 21804, 8245, 17717]",7681.541359
648,0.265527607,"[14768, 42, 29304, 5745, 24217]",7693.641778
649,0.269177876,"[16956, 14, 20867, 7307, 20155]",7705.178652
650,0.280770755,"[34456, 31, 28367, 9807, 26655]",7717.230843
651,0.298809335,"[43206, 22, 17117, 6057, 29905]",7729.017259
652,0.261668564,"[25706, 40, 24617, 8557, 23405]",7741.015785
653,0.257193649,"[21331, 27, 26492, 7932, 21780]",7753.146517
654,0.283301565,"[38831, 44, 18992, 5432, 28280]",7765.463968
655,0.281609324,"[30081, 18, 22742, 9182, 25030]",7777.290015
656,0.238165172,"[12581, 36, 15242, 6682, 18530]",7789.726705
657,0.308205259,"[13674, 17, 28835, 8401, 28686]",7801.248491
658,0.259009018,"[31174, 34, 21335, 5901, 22186]",7813.20584
659,0.261595695,"[39924, 26, 25085, 9651, 18936]",7824.864153
660,0.261002736,"[22424, 43, 17585, 7151, 25436]",7836.738867
661,0.2678574,"[26799, 21, 19460, 6526, 23811]",7848.205246
662,0.26306707,"[44299, 39, 26960, 9026, 17311]",7860.427352
663,0.274470099,"[35549, 13, 15710, 5276, 20561]",7871.958643
664,0.270296777,"[18049, 30, 23210, 7776, 27061]",7883.717462
665,0.258319003,"[15862, 24, 16648, 9338, 22999]",7895.596614
666,0.284435816,"[33362, 41, 24148, 6838, 29499]",7907.822284
667,0.299141239,"[42112, 15, 20398, 8088, 26249]",7919.419128
668,0.251713117,"[24612, 32, 27898, 5588, 19749]",7931.264459
669,0.275012107,"[20237, 10, 26023, 6213, 18124]",7942.997385
670,0.271680868,"[37737, 28, 18523, 8713, 24624]",7955.036979
671,0.294441687,"[28987, 19, 29773, 7463, 27874]",7966.950517
672,0.254010623,"[11487, 37, 22273, 9963, 21374]",7978.985101
673,0.305644535,"[12034, 12, 16882, 7698, 24014]",7989.936861
674,0.246117462,"[29534, 30, 24382, 5198, 17514]",8000.989318
675,0.266553673,"[38284, 21, 20632, 8948, 20764]",8012.179649
676,0.272323191,"[20784, 38, 28132, 6448, 27264]",8024.108616
677,0.282270268,"[25159, 25, 22507, 7073, 28889]",8035.701899
678,0.268224448,"[42659, 43, 15007, 9573, 22389]",8047.790897
679,0.268367876,"[33909, 16, 26257, 5823, 19139]",8059.884517
680,0.261215673,"[16409, 34, 18757, 8323, 25639]",8071.945776
681,0.24925017,"[18596, 23, 27195, 9885, 18327]",8083.462138
682,0.270667839,"[36096, 40, 19695, 7385, 24827]",8094.680949
683,0.312850435,"[44846, 14, 23445, 8635, 28077]",8105.951834
684,0.250782319,"[27346, 32, 15945, 6135, 21577]",8117.348488
685,0.268475772,"[22971, 19, 21570, 5510, 23202]",8129.542848
686,0.294347694,"[40471, 36, 29070, 8010, 29702]",8141.48499
687,0.272927884,"[31721, 27, 17820, 6760, 26452]",8153.593031
688,0.251144309,"[14221, 45, 25320, 9260, 19952]",8165.984139
689,0.276113894,"[13127, 26, 20164, 5667, 26858]",8177.895373
690,0.261388376,"[30627, 44, 27664, 8167, 20358]",8190.327096
691,0.255312142,"[39377, 18, 16414, 6917, 17108]",8202.291695
692,0.258553347,"[21877, 35, 23914, 9417, 23608]",8214.538603
693,0.297517689,"[26252, 13, 29539, 8792, 25233]",8226.65491
694,0.260663409,"[43752, 31, 22039, 6292, 18733]",8238.75313
695,0.27129934,"[35002, 22, 25789, 7542, 21983]",8250.494989
696,0.268945737,"[17502, 39, 18289, 5042, 28483]",8262.871389
697,0.275495946,"[15315, 15, 24851, 6604, 21170]",8274.714537
698,0.273680475,"[32815, 33, 17351, 9104, 27670]",8286.804462
699,0.284526594,"[41565, 24, 28601, 5354, 24420]",8298.869464
700,0.243453979,"[24065, 42, 21101, 7854, 17920]",8310.966887
701,0.248709698,"[19690, 20, 15476, 8479, 19545]",8322.742378
702,0.276712947,"[37190, 37, 22976, 5979, 26045]",8334.647615
703,0.314413192,"[28440, 11, 19226, 9729, 29295]",8346.360276
704,0.26744279,"[10940, 28, 26726, 7229, 22795]",8357.99405
705,0.264011753,"[10667, 16, 19109, 9065, 17413]",8369.667704
706,0.26566631,"[28167, 34, 26609, 6565, 23913]",8382.020493
707,0.279618133,"[36917, 25, 15359, 7815, 27163]",8393.911528
708,0.249931115,"[19417, 42, 22859, 5315, 20663]",8406.035378
709,0.267442472,"[23792, 21, 28484, 5940, 22288]",8417.742669
710,0.286884884,"[41292, 38, 20984, 8440, 28788]",8429.873438
711,0.302024057,"[32542, 12, 24734, 7190, 25538]",8441.29142
712,0.240972483,"[15042, 29, 17234, 9690, 19038]",8453.577101
713,0.267207115,"[17229, 27, 25671, 8127, 24725]",8465.445199
714,0.253087982,"[34729, 45, 18171, 5627, 18225]",8477.603441
715,0.283885972,"[43479, 18, 29421, 9377, 21475]",8489.529468
716,0.272898849,"[25979, 36, 21921, 6877, 27975]",8501.585061
717,0.301727388,"[21604, 14, 16296, 6252, 29600]",8513.31714
718,0.270524409,"[39104, 31, 23796, 8752, 23100]",8525.009885
719,0.255129339,"[30354, 23, 20046, 5002, 19850]",8537.324241
720,0.271842682,"[12854, 40, 27546, 7502, 26350]",8549.424467
721,0.254818062,"[13948, 22, 18640, 7346, 20256]",8561.225123
722,0.276437815,"[31448, 39, 26140, 9846, 26756]",8573.469375
723,0.293975082,"[40198, 13, 22390, 6096, 23506]",8585.131778
724,0.243361132,"[22698, 30, 29890, 8596, 17006]",8596.910446
725,0.258942969,"[27073, 17, 24265, 7971, 18631]",8607.841061
726,0.276102792,"[44573, 35, 16765, 5471, 25131]",8619.584355
727,0.290473806,"[35823, 26, 28015, 9221, 28381]",8631.211246
