Iteration,Objective Value,Parameters,Time (seconds)
728,0.251969824,"[18323, 43, 20515, 6721, 21881]",8643.243634
729,0.319352433,"[16135, 11, 27078, 5159, 27569]",8654.941144
730,0.257862728,"[33635, 28, 19578, 7659, 21069]",8666.803716
731,0.264351466,"[42385, 19, 23328, 6409, 17819]",8678.732241
732,0.256997774,"[24885, 37, 15828, 8909, 24319]",8690.3304
733,0.270427775,"[20510, 24, 21453, 9534, 25944]",8702.459615
734,0.264965429,"[38010, 41, 28953, 7034, 19444]",8714.659422
735,0.27498668,"[29260, 15, 17703, 8284, 22694]",8726.469256
736,0.283106073,"[11760, 33, 25203, 5784, 29194]",8738.496161
737,0.259860079,"[11213, 24, 29187, 6799, 19241]",8750.497262
738,0.269000362,"[28713, 42, 21687, 9299, 25741]",8762.614628
739,0.306535697,"[37463, 16, 25437, 5549, 28991]",8774.472167
740,0.250206702,"[19963, 33, 17937, 8049, 22491]",8786.235323
741,0.278694606,"[24338, 11, 19812, 8674, 20866]",8797.891479
742,0.28961167,"[41838, 29, 27312, 6174, 27366]",8809.746756
743,0.272192379,"[33088, 20, 16062, 9924, 24116]",8821.768925
744,0.239848747,"[15588, 37, 23562, 7424, 17616]",8833.983899
745,0.280130839,"[17776, 18, 15125, 5862, 26553]",8845.91277
746,0.257185166,"[35276, 35, 22625, 8362, 20053]",8857.953145
747,0.274075242,"[44026, 27, 18875, 7112, 23303]",8869.84
748,0.282096737,"[26526, 44, 26375, 9612, 29803]",8881.875041
749,0.284255663,"[22151, 22, 24500, 8987, 28178]",8893.525833
750,0.263537803,"[39651, 40, 17000, 6487, 21678]",8905.875001
751,0.272067977,"[30901, 13, 28250, 7737, 18428]",8917.599022
752,0.263691316,"[13401, 31, 20750, 5237, 24928]",8929.646859
753,0.299195005,"[12307, 12, 23093, 9768, 22084]",8941.369488
754,0.274452034,"[29807, 30, 15593, 7268, 28584]",8953.371946
755,0.286924935,"[38557, 21, 26843, 8518, 25334]",8965.143006
756,0.241843188,"[21057, 39, 19343, 6018, 18834]",8977.3754
757,0.239366703,"[25432, 25, 17468, 5393, 17209]",8988.989286
758,0.279079213,"[42932, 43, 24968, 7893, 23709]",9001.120994
759,0.292109677,"[34182, 17, 21218, 6643, 26959]",9013.1027
760,0.25166215,"[16682, 34, 28718, 9143, 20459]",9024.957673
761,0.298404349,"[14495, 19, 22156, 7581, 29397]",9036.44914
762,0.268218836,"[31995, 36, 29656, 5081, 22897]",9048.270512
763,0.285045673,"[40745, 10, 18406, 8831, 19647]",9060.054313
764,0.271380052,"[23245, 28, 25906, 6331, 26147]",9071.532817
765,0.290913853,"[18870, 14, 27781, 6956, 24522]",9083.644892
766,0.250467992,"[36370, 32, 20281, 9456, 18022]",9095.627607
767,0.260856146,"[27620, 23, 24031, 5706, 21272]",9107.170513
768,0.272743554,"[10120, 41, 16531, 8206, 27772]",9119.049372
769,0.339301455,"[10085, 14, 22903, 7527, 29791]",9130.562009
770,0.255836105,"[27585, 32, 15403, 5027, 23291]",9142.406145
771,0.265162165,"[36335, 23, 26653, 8777, 20041]",9153.77912
772,0.263832849,"[18835, 41, 19153, 6277, 26541]",9166.010629
773,0.271792127,"[23210, 19, 17278, 6902, 24916]",9177.562643
774,0.259702621,"[40710, 36, 24778, 9402, 18416]",9189.392558
775,0.289392865,"[31960, 10, 21028, 5652, 21666]",9200.720412
776,0.28221886,"[14460, 28, 28528, 8152, 28166]",9211.784384
777,0.259314816,"[16648, 25, 21965, 9714, 22478]",9222.787262
778,0.288030519,"[34148, 43, 29465, 7214, 28978]",9234.448398
779,0.292183872,"[42898, 17, 18215, 8464, 25728]",9246.25573
780,0.248862488,"[25398, 34, 25715, 5964, 19228]",9258.176618
781,0.267472058,"[21023, 12, 27590, 5339, 17603]",9270.062131
782,0.270856032,"[38523, 30, 20090, 7839, 24103]",9281.846197
783,0.28552937,"[29773, 21, 23840, 6589, 27353]",9293.464053
784,0.246918876,"[12273, 38, 16340, 9089, 20853]",9305.654353
785,0.287242453,"[13367, 22, 29934, 5808, 26134]",9316.849067
786,0.253802765,"[30867, 40, 22434, 8308, 19634]",9328.602709
787,0.293962616,"[39617, 13, 26184, 7058, 22884]",9340.31237
788,0.273874422,"[22117, 31, 18684, 9558, 29384]",9352.321928
789,0.288059046,"[26492, 18, 20559, 8933, 27759]",9364.194379
790,0.272782833,"[43992, 35, 28059, 6433, 21259]",9376.165271
791,0.248401285,"[35242, 26, 16809, 7683, 18009]",9388.129087
792,0.262426137,"[17742, 44, 24309, 5183, 24509]",9400.166143
793,0.272363851,"[15554, 11, 15872, 6746, 18822]",9411.864134
794,0.273084053,"[33054, 29, 23372, 9246, 25322]",9423.964181
795,0.297338155,"[41804, 20, 19622, 5496, 28572]",9435.706327
796,0.258235128,"[24304, 37, 27122, 7996, 22072]",9447.989534
797,0.253893992,"[19929, 24, 25247, 8621, 20447]",9459.856685
798,0.276818362,"[37429, 42, 17747, 6121, 26947]",9472.252848
799,0.286686427,"[28679, 15, 28997, 9871, 23697]",9483.89615
800,0.239558253,"[11179, 33, 21497, 7371, 17197]",9495.942399
801,0.287042416,"[11726, 24, 17981, 5261, 28369]",9508.314153
802,0.26122359,"[29226, 41, 25481, 7761, 21869]",9520.371496
803,0.268307572,"[37976, 15, 21731, 6511, 18619]",9531.918984
804,0.267192092,"[20476, 32, 29231, 9011, 25119]",9543.8331
805,0.30621818,"[24851, 11, 23606, 9636, 26744]",9555.622908
806,0.260404047,"[42351, 28, 16106, 7136, 20244]",9567.092095
807,0.279795846,"[33601, 19, 27356, 8386, 23494]",9579.112434
808,0.27565554,"[16101, 37, 19856, 5886, 29994]",9591.132299
809,0.268232796,"[18289, 17, 26418, 7449, 21056]",9603.015271
810,0.276484722,"[35789, 35, 18918, 9949, 27556]",9615.116735
811,0.281190375,"[44539, 26, 22668, 6199, 24306]",9627.293803
812,0.24185412,"[27039, 43, 15168, 8699, 17806]",9639.359435
813,0.250595276,"[22664, 22, 20793, 8074, 19431]",9651.240299
814,0.283450953,"[40164, 39, 28293, 5574, 25931]",9663.63867
815,0.306804807,"[31414, 13, 17043, 9324, 29181]",9675.264436
816,0.258877469,"[13914, 30, 24543, 6824, 22681]",9687.38861
817,0.297154825,"[12820, 14, 19387, 8230, 24712]",9699.475451
818,0.250597735,"[30320, 31, 26887, 5730, 18212]",9711.68053
819,0.26447547,"[39070, 23, 15637, 9480, 21462]",9723.704096
820,0.271139209,"[21570, 40, 23137, 6980, 27962]",9736.116362
821,0.286888356,"[25945, 27, 28762, 6355, 29587]",9748.356044
822,0.27590369,"[43445, 44, 21262, 8855, 23087]",9760.416692
823,0.267314746,"[34695, 18, 25012, 5105, 19837]",9772.186129
824,0.262234906,"[17195, 36, 17512, 7605, 26337]",9784.282554
825,0.25029986,"[15007, 20, 25950, 9167, 17400]",9795.92887
826,0.263695665,"[32507, 38, 18450, 6667, 23900]",9807.716407
827,0.317704678,"[41257, 12, 29700, 7917, 27150]",9819.186804
828,0.250539503,"[23757, 29, 22200, 5417, 20650]",9831.035419
829,0.267365718,"[19382, 16, 16575, 6042, 22275]",9842.614864
830,0.284797386,"[36882, 34, 24075, 8542, 28775]",9854.639228
831,0.271288405,"[28132, 25, 20325, 7292, 25525]",9866.427885
832,0.251930678,"[10632, 42, 27825, 9792, 19025]",9878.731436
833,0.272645798,"[10906, 20, 19973, 6707, 21767]",9890.334944
834,0.279432773,"[28406, 37, 27473, 9207, 28267]",9902.552523
835,0.299370905,"[37156, 11, 16223, 5457, 25017]",9914.291347
836,0.243388258,"[19656, 28, 23723, 7957, 18517]",9926.422854
837,0.270834067,"[24031, 15, 29348, 8582, 20142]",9938.36587
838,0.281241062,"[41531, 33, 21848, 6082, 26642]",9950.393793
839,0.293289596,"[32781, 24, 25598, 9832, 29892]",9962.2336
840,0.254513022,"[15281, 41, 18098, 7332, 23392]",9974.51796
841,0.306546559,"[17468, 13, 24661, 5769, 27455]",9986.403779
842,0.255780895,"[34968, 31, 17161, 8269, 20955]",9998.546738
843,0.266461327,"[43718, 22, 28411, 7019, 17705]",10010.61516
844,0.261465798,"[26218, 39, 20911, 9519, 24205]",10022.80282
845,0.263930886,"[21843, 26, 15286, 8894, 25830]",10034.58425
846,0.263227238,"[39343, 44, 22786, 6394, 19330]",10047.02046
847,0.272238079,"[30593, 17, 19036, 7644, 22580]",10059.14015
848,0.280356957,"[13093, 35, 26536, 5144, 29080]",10071.08522
849,0.251687273,"[14187, 18, 17629, 9988, 18111]",10082.78294
850,0.269646035,"[31687, 36, 25129, 7488, 24611]",10094.37404
851,0.287078106,"[40437, 27, 21379, 8738, 27861]",10106.03318
852,0.259011582,"[22937, 45, 28879, 6238, 21361]",10117.79144
853,0.265969874,"[27312, 23, 23254, 5613, 22986]",10129.8979
854,0.288565374,"[44812, 40, 15754, 8113, 29486]",10142.05623
855,0.301824938,"[36062, 14, 27004, 6863, 26236]",10153.86965
856,0.243072745,"[18562, 32, 19504, 9363, 19736]",10166.02966
857,0.268465786,"[16375, 25, 27942, 7800, 23798]",10177.98242
858,0.250370365,"[33875, 43, 20442, 5300, 17298]",10190.22524
859,0.279126716,"[42625, 16, 24192, 9050, 20548]",10202.36227
860,0.265678262,"[25125, 34, 16692, 6550, 27048]",10214.19027
861,0.310779484,"[20750, 12, 22317, 7175, 28673]",10225.73677
862,0.272276004,"[38250, 29, 29817, 9675, 22173]",10237.59065
863,0.251921528,"[29500, 21, 18567, 5925, 18923]",10249.04002
864,0.269163733,"[12000, 38, 26067, 8425, 25423]",10260.92522
865,0.323106783,"[11453, 10, 28176, 9285, 23189]",10272.5505
866,0.282567718,"[28953, 28, 20676, 6785, 29689]",10284.49028
867,0.291208535,"[37703, 19, 24426, 8035, 26439]",10295.94549
868,0.242290383,"[20203, 37, 16926, 5535, 19939]",10308.3565
869,0.244818703,"[24578, 23, 18801, 6160, 18314]",10320.25199
870,0.281296078,"[42078, 41, 26301, 8660, 24814]",10332.06628
871,0.296196249,"[33328, 15, 15051, 7410, 28064]",10343.61766
872,0.251799765,"[15828, 32, 22551, 9910, 21564]",10355.58918
873,0.282960727,"[18015, 21, 15989, 8347, 28876]",10367.17639
874,0.265921605,"[35515, 39, 23489, 5847, 22376]",10379.23023
875,0.28160313,"[44265, 12, 19739, 9597, 19126]",10390.5844
876,0.271386532,"[26765, 30, 27239, 7097, 25626]",10402.03251
877,0.278094335,"[22390, 17, 25364, 6472, 24001]",10413.18912
878,0.250484161,"[39890, 34, 17864, 8972, 17501]",10424.51189
879,0.262870144,"[31140, 26, 29114, 5222, 20751]",10436.15575
880,0.270049433,"[13640, 43, 21614, 7722, 27251]",10448.17905
881,0.251197907,"[12546, 27, 23958, 7253, 19533]",10460.27541
882,0.267861426,"[30046, 44, 16458, 9753, 26033]",10472.39255
883,0.306346559,"[38796, 18, 27708, 6003, 29283]",10484.24565
884,0.253109502,"[21296, 35, 20208, 8503, 22783]",10496.3734
885,0.269803894,"[25671, 14, 18333, 7878, 21158]",10507.59944
886,0.289344866,"[43171, 31, 25833, 5378, 27658]",10519.06537
887,0.276438822,"[34421, 22, 22083, 9128, 24408]",10530.83838
888,0.245672926,"[16921, 40, 29583, 6628, 17908]",10542.9649
889,0.287847318,"[14734, 16, 21145, 5066, 25220]",10554.83906
890,0.254725326,"[32234, 33, 28645, 7566, 18720]",10566.61229
891,0.267742746,"[40984, 25, 17395, 6316, 21970]",10578.43453
892,0.274818403,"[23484, 42, 24895, 8816, 28470]",10590.86318
893,0.284533005,"[19109, 20, 26770, 9441, 26845]",10602.65285
894,0.257933276,"[36609, 38, 19270, 6941, 20345]",10614.95743
895,0.266545241,"[27859, 11, 23020, 8191, 17095]",10626.83362
896,0.262797572,"[10359, 29, 15520, 5691, 23595]",10638.77119
897,0.254590007,"[10496, 26, 27063, 8445, 18466]",10650.36233
898,0.265528121,"[27996, 44, 19563, 5945, 24966]",10662.84797
899,0.299693919,"[36746, 17, 23313, 9695, 28216]",10674.54793
900,0.246127222,"[19246, 35, 15813, 7195, 21716]",10686.55878
901,0.283617174,"[23621, 13, 21438, 6570, 23341]",10698.3557
902,0.296868211,"[41121, 30, 28938, 9070, 29841]",10710.29324
903,0.279121762,"[32371, 22, 17688, 5320, 26591]",10722.03951
904,0.249422706,"[14871, 39, 25188, 7820, 20091]",10734.28578
905,0.281532706,"[17058, 15, 18625, 8757, 24154]",10745.92961
906,0.251726886,"[34558, 33, 26125, 6257, 17654]",10757.91861
907,0.27013553,"[43308, 24, 22375, 7507, 20904]",10770.19543
908,0.276882671,"[25808, 41, 29875, 5007, 27404]",10782.54102
909,0.291995068,"[21433, 19, 24250, 5632, 29029]",10794.50631
910,0.26414227,"[38933, 37, 16750, 8132, 22529]",10806.65982
911,0.280281744,"[30183, 11, 28000, 6882, 19279]",10818.62295
912,0.27056983,"[12683, 28, 20500, 9382, 25779]",10830.06402
913,0.291898357,"[13777, 12, 25657, 5476, 21310]",10842.14969
914,0.275745807,"[31277, 29, 18157, 7976, 27810]",10854.01448
915,0.287419262,"[40027, 21, 29407, 6726, 24560]",10865.86782
916,0.241976189,"[22527, 38, 21907, 9226, 18060]",10878.0397
917,0.247958826,"[26902, 25, 16282, 9851, 19685]",10890.05682
918,0.28574816,"[44402, 42, 23782, 7351, 26185]",10902.19396
919,0.303143724,"[35652, 16, 20032, 8601, 29435]",10914.05058
920,0.258472772,"[18152, 34, 27532, 6101, 22935]",10925.97701
921,0.276624925,"[15964, 23, 19094, 7039, 26998]",10937.86283
922,0.261467116,"[33464, 40, 26594, 9539, 20498]",10949.76703
923,0.264104516,"[42214, 14, 15344, 5789, 17248]",10961.50655
924,0.260456556,"[24714, 31, 22844, 8289, 23748]",10973.60771
925,0.283340166,"[20339, 18, 28469, 7664, 25373]",10985.33376
926,0.255459576,"[37839, 36, 20969, 5164, 18873]",10997.5387
927,0.261851213,"[29089, 27, 24719, 8914, 22123]",11009.10692
928,0.273337367,"[11589, 45, 17219, 6414, 28623]",11020.87119
929,0.269516187,"[12136, 17, 22141, 6179, 19888]",11031.87532
930,0.276265781,"[29636, 34, 29641, 8679, 26388]",11043.92388
931,0.291134483,"[38386, 25, 18391, 7429, 29638]",11056.14395
932,0.259912882,"[20886, 43, 25891, 9929, 23138]",11068.00761
933,0.264827149,"[25261, 21, 27766, 9304, 21513]",11079.89212
934,0.285793435,"[42761, 39, 20266, 6804, 28013]",11092.00139
935,0.299267404,"[34011, 12, 24016, 8054, 24763]",11103.76405
936,0.236634972,"[16511, 30, 16516, 5554, 18263]",11115.68481
937,0.272632018,"[18699, 23, 23079, 6492, 25576]",11127.66098
938,0.252685324,"[36199, 41, 15579, 8992, 19076]",11139.45728
939,0.291769118,"[44949, 15, 26829, 5242, 22326]",11151.16752
940,0.275534451,"[27449, 32, 19329, 7742, 28826]",11162.74041
941,0.307714361,"[23074, 10, 17454, 8367, 27201]",11174.70174
942,0.266586806,"[40574, 28, 24954, 5867, 20701]",11186.76751
943,0.252617288,"[31824, 19, 21204, 9617, 17451]",11198.49341
944,0.264269075,"[14324, 36, 28704, 7117, 23951]",11210.65138
945,0.266688011,"[13230, 20, 15110, 7898, 22732]",11222.64237
946,0.280268293,"[30730, 37, 22610, 5398, 29232]",11235.07261
947,0.306665114,"[39480, 11, 18860, 9148, 25982]",11246.84408
948,0.24873647,"[21980, 29, 26360, 6648, 19482]",11258.95727
949,0.257353775,"[26355, 16, 24485, 7273, 17857]",11270.47242
950,0.273288712,"[43855, 33, 16985, 9773, 24357]",11282.1846
951,0.28925717,"[35105, 24, 28235, 6023, 27607]",11293.50823
952,0.249458534,"[17605, 42, 20735, 8523, 21107]",11305.52538
953,0.317611355,"[15417, 13, 29172, 9460, 28419]",11317.35371
954,0.260297824,"[32917, 31, 21672, 6960, 21919]",11329.15353
955,0.265613446,"[41667, 22, 25422, 8210, 18669]",11340.9353
956,0.26061905,"[24167, 40, 17922, 5710, 25169]",11353.09662
957,0.258214548,"[19792, 27, 19797, 5085, 23544]",11365.14424
958,0.258492947,"[37292, 44, 27297, 7585, 17044]",11377.48043
959,0.258499488,"[28542, 18, 16047, 6335, 20294]",11389.66947
960,0.274030523,"[11042, 35, 23547, 8835, 26794]",11401.34717
961,0.319831214,"[10769, 13, 16868, 7000, 26490]",11413.04465
962,0.252865691,"[28269, 30, 24368, 9500, 19990]",11424.53814
963,0.273985284,"[37019, 21, 20618, 5750, 23240]",11436.418
964,0.279443307,"[19519, 39, 28118, 8250, 29740]",11448.55395
965,0.280358101,"[23894, 26, 26243, 7625, 28115]",11459.98459
966,0.267608348,"[41394, 43, 18743, 5125, 21615]",11472.00897
967,0.265957406,"[32644, 17, 29993, 8875, 18365]",11483.92184
968,0.262100949,"[15144, 34, 22493, 6375, 24865]",11496.09591
969,0.259289435,"[17332, 19, 29055, 5437, 19177]",11507.9954
970,0.272658678,"[34832, 37, 21555, 7937, 25677]",11520.07841
971,0.329540386,"[43582, 10, 25305, 6687, 28927]",11531.31112
972,0.255041249,"[26082, 28, 17805, 9187, 22427]",11543.04422
973,0.265943596,"[21707, 15, 19680, 9812, 20802]",11554.35522
974,0.285578471,"[39207, 32, 27180, 7312, 27302]",11566.60114
975,0.265234717,"[30457, 24, 15930, 8562, 24052]",11578.71807
976,0.241604717,"[12957, 41, 23430, 6062, 17552]",11590.59414
977,0.286319652,"[14050, 25, 21086, 9031, 29333]",11602.16379
978,0.268464185,"[31550, 42, 28586, 6531, 22833]",11613.76893
979,0.26862959,"[40300, 16, 17336, 7781, 19583]",11624.73808
980,0.267459178,"[22800, 33, 24836, 5281, 26083]",11635.8274
981,0.296400821,"[27175, 12, 26711, 5906, 24458]",11646.86826
982,0.257721144,"[44675, 29, 19211, 8406, 17958]",11657.72048
983,0.269181452,"[35925, 20, 22961, 7156, 21208]",11668.6036
984,0.264519666,"[18425, 38, 15461, 9656, 27708]",11679.47771
985,0.269742945,"[16238, 18, 23899, 8718, 22021]",11690.5856
986,0.276108861,"[33738, 36, 16399, 6218, 28521]",11702.12081
987,0.285221202,"[42488, 27, 27649, 9968, 25271]",11713.44796
988,0.246899818,"[24988, 44, 20149, 7468, 18771]",11725.52968
989,0.239740253,"[20613, 22, 18274, 6843, 17146]",11738.10614
990,0.273742875,"[38113, 40, 25774, 9343, 23646]",11751.10647
991,0.296945168,"[29363, 14, 22024, 5593, 26896]",11763.31777
992,0.256375457,"[11863, 31, 29524, 8093, 20396]",11775.88474
993,0.284460509,"[11316, 22, 25071, 9578, 25068]",11786.83635
994,0.245389369,"[28816, 39, 17571, 7078, 18568]",11798.51172
995,0.290107036,"[37566, 13, 28821, 8328, 21818]",11810.18964
996,0.271956148,"[20066, 31, 21321, 5828, 28318]",11822.88141
997,0.291980174,"[24441, 18, 15696, 5203, 29943]",11835.61452
998,0.27347159,"[41941, 35, 23196, 7703, 23443]",11848.0886
999,0.255625018,"[33191, 26, 19446, 6453, 20193]",11860.4151
1000,0.270998235,"[15691, 44, 26946, 8953, 26693]",11873.45225
1001,0.26749266,"[17878, 11, 20383, 8015, 17755]",11886.04733
1002,0.275291417,"[35378, 28, 27883, 5515, 24255]",11898.57756
1003,0.293420473,"[44128, 20, 16633, 9265, 27505]",11911.24599
1004,0.254687417,"[26628, 37, 24133, 6765, 21005]",11923.63486
1005,0.265347085,"[22253, 24, 29758, 7390, 22630]",11936.23936
1006,0.287990412,"[39753, 42, 22258, 9890, 29130]",11948.62879
1007,0.294263121,"[31003, 15, 26008, 6140, 25880]",11961.38962
1008,0.24232253,"[13503, 33, 18508, 8640, 19380]",11974.40388
1009,0.311191399,"[12410, 16, 27415, 6296, 27912]",11986.75547
1010,0.254767866,"[29910, 34, 19915, 8796, 21412]",11999.52812
1011,0.257771428,"[38660, 25, 23665, 5046, 18162]",12012.23173
1012,0.257257297,"[21160, 43, 16165, 7546, 24662]",12025.33861
1013,0.277705828,"[25535, 21, 21790, 8171, 26287]",12037.86734
1014,0.269770682,"[43035, 38, 29290, 5671, 19787]",12050.78921
1015,0.288245162,"[34285, 12, 18040, 9421, 23037]",12062.87755
1016,0.280901539,"[16785, 30, 25540, 6921, 29537]",12075.41761
1017,0.247749326,"[14597, 27, 17102, 5984, 20599]",12087.97782
1018,0.278465436,"[32097, 45, 24602, 8484, 27099]",12101.30681
1019,0.282267112,"[40847, 19, 20852, 7234, 23849]",12114.00972
1020,0.244451415,"[23347, 36, 28352, 9734, 17349]",12126.67287
1021,0.264013932,"[18972, 14, 22727, 9109, 18974]",12139.13041
1022,0.26916356,"[36472, 32, 15227, 6609, 25474]",12152.20862
1023,0.288308887,"[27722, 23, 26477, 7859, 28724]",12164.96586
1024,0.256205213,"[10222, 41, 18977, 5359, 22224]",12177.82585
1025,0.268577349,"[16597, 30, 21372, 6665, 26737]",12192.35694
1026,0.268577349,"[16597, 30, 21372, 6665, 26737]",12203.70925
1027,0.268577349,"[16597, 30, 21372, 6665, 26737]",12215.59592
1028,0.268577349,"[16597, 30, 21372, 6665, 26737]",12227.91374
1029,0.268577349,"[16597, 30, 21372, 6665, 26737]",12240.67079
1030,0.268577349,"[16597, 30, 21372, 6665, 26737]",12253.48373
1031,0.278843228,"[43257, 28, 21079, 5708, 24757]",12266.54133
1032,0.278843228,"[43257, 28, 21079, 5708, 24757]",12278.73817
1033,0.278843228,"[43257, 28, 21079, 5708, 24757]",12290.97713
1034,0.278843228,"[43257, 28, 21079, 5708, 24757]",12303.79877
1035,0.278843228,"[43257, 28, 21079, 5708, 24757]",12316.49816
1036,0.278843228,"[43257, 28, 21079, 5708, 24757]",12328.81061
1037,0.261405584,"[13179, 33, 16626, 5942, 25366]",12341.67395
1038,0.261405584,"[13179, 33, 16626, 5942, 25366]",12354.00394
1039,0.261405584,"[13179, 33, 16626, 5942, 25366]",12366.78863
1040,0.261405584,"[13179, 33, 16626, 5942, 25366]",12379.96262
1041,0.261405584,"[13179, 33, 16626, 5942, 25366]",12393.07093
1042,0.261405584,"[13179, 33, 16626, 5942, 25366]",12406.08971
1043,0.278582266,"[40933, 29, 17974, 9517, 26229]",12418.67936
1044,0.278582266,"[40933, 29, 17974, 9517, 26229]",12430.64711
1045,0.278582266,"[40933, 29, 17974, 9517, 26229]",12442.53166
1046,0.278582266,"[40933, 29, 17974, 9517, 26229]",12454.56146
1047,0.278582266,"[40933, 29, 17974, 9517, 26229]",12467.30435
1048,0.278582266,"[40933, 29, 17974, 9517, 26229]",12480.14292
1049,0.280118218,"[14290, 28, 16736, 7844, 29879]",12492.93575
1050,0.280118218,"[14290, 28, 16736, 7844, 29879]",12505.9286
1051,0.280118218,"[14290, 28, 16736, 7844, 29879]",12517.93824
1052,0.280118218,"[14290, 28, 16736, 7844, 29879]",12530.72485
1053,0.280118218,"[14290, 28, 16736, 7844, 29879]",12543.22796
1054,0.280118218,"[14290, 28, 16736, 7844, 29879]",12555.47528
1055,0.248401285,"[35242, 26, 16809, 7683, 18009]",12567.42323
1056,0.248401285,"[35242, 26, 16809, 7683, 18009]",12579.30953
1057,0.248401285,"[35242, 26, 16809, 7683, 18009]",12591.71136
1058,0.248401285,"[35242, 26, 16809, 7683, 18009]",12604.13238
1059,0.248401285,"[35242, 26, 16809, 7683, 18009]",12616.50617
1060,0.248401285,"[35242, 26, 16809, 7683, 18009]",12628.05564
1061,0.276944922,"[18101, 21, 27173, 8052, 25163]",12640.30718
1062,0.276944922,"[18101, 21, 27173, 8052, 25163]",12652.06185
1063,0.276944922,"[18101, 21, 27173, 8052, 25163]",12664.04688
1064,0.276944922,"[18101, 21, 27173, 8052, 25163]",12676.3924
1065,0.276944922,"[18101, 21, 27173, 8052, 25163]",12688.36164
1066,0.276944922,"[18101, 21, 27173, 8052, 25163]",12700.29848
1067,0.272801886,"[36968, 35, 19087, 7544, 25874]",12711.59445
1068,0.272801886,"[36968, 35, 19087, 7544, 25874]",12722.93277
1069,0.272801886,"[36968, 35, 19087, 7544, 25874]",12734.07756
1070,0.272801886,"[36968, 35, 19087, 7544, 25874]",12746.5894
1071,0.272801886,"[36968, 35, 19087, 7544, 25874]",12759.32132
1072,0.272801886,"[36968, 35, 19087, 7544, 25874]",12772.0119
1073,0.236634972,"[16511, 30, 16516, 5554, 18263]",12784.16959
1074,0.236634972,"[16511, 30, 16516, 5554, 18263]",12796.0991
1075,0.236634972,"[16511, 30, 16516, 5554, 18263]",12807.1071
1076,0.236634972,"[16511, 30, 16516, 5554, 18263]",12818.63735
1077,0.236634972,"[16511, 30, 16516, 5554, 18263]",12831.246
1078,0.236634972,"[16511, 30, 16516, 5554, 18263]",12843.65083
1079,0.287829823,"[32473, 29, 27107, 8293, 29321]",12856.01103
1080,0.287829823,"[32473, 29, 27107, 8293, 29321]",12868.49757
1081,0.287829823,"[32473, 29, 27107, 8293, 29321]",12881.17873
1082,0.287829823,"[32473, 29, 27107, 8293, 29321]",12893.88035
1083,0.287829823,"[32473, 29, 27107, 8293, 29321]",12906.39632
1084,0.287829823,"[32473, 29, 27107, 8293, 29321]",12919.14132
1085,0.23604014,"[19006, 41, 16824, 9827, 17463]",12931.51594
1086,0.23604014,"[19006, 41, 16824, 9827, 17463]",12944.10407
1087,0.23604014,"[19006, 41, 16824, 9827, 17463]",12956.61703
1088,0.23604014,"[19006, 41, 16824, 9827, 17463]",12969.38556
1089,0.23604014,"[19006, 41, 16824, 9827, 17463]",12982.50163
1090,0.23604014,"[19006, 41, 16824, 9827, 17463]",12995.22127
